dataset_id,subtask_A,subtask_B,subtask_C1,subtask_C2
1353,ABUS,GRP,1,neosex
1383,ABUS,GRP,1,benevolent
1387,ABUS,GRP,1,neosex
1401,ABUS,GRP,1,benevolent
1453,ABUS,GRP,1,neosex
1454,ABUS,GRP,1,neosex
1466,ABUS,GRP,1,stereotype
1474,ABUS,GRP,1,sexual_harassment
1525,ABUS,GRP,1,neosex
1527,ABUS,GRP,1,neosex
1537,ABUS,GRP,1,neosex
1550,ABUS,GRP,1,neosex
1571,ABUS,GRP,1,neosex
1607,ABUS,GRP,1,neosex
1627,ABUS,GRP,1,neosex
1650,ABUS,GRP,1,neosex
1658,ABUS,GRP,1,neosex
1660,ABUS,GRP,1,neosex
1683,ABUS,GRP,1,dominance
1716,ABUS,GRP,1,sexual_harassment
1818,ABUS,GRP,1,discredit
1829,ABUS,GRP,1,neosex
1830,ABUS,GRP,1,discredit
1914,ABUS,GRP,1,neosex
1994,ABUS,GRP,1,neosex
1996,ABUS,GRP,1,sexual_harassment
2004,ABUS,GRP,1,neosex
2068,ABUS,GRP,1,stereotype
2069,ABUS,GRP,1,discredit
2113,ABUS,GRP,1,discredit
2187,ABUS,GRP,1,stereotype
2336,ABUS,GRP,1,discredit
2337,ABUS,GRP,1,sexual_harassment
2396,ABUS,GRP,1,neosex
2425,ABUS,GRP,1,neosex
2454,ABUS,GRP,1,neosex
2470,ABUS,GRP,1,neosex
2489,ABUS,GRP,1,neosex
2498,ABUS,GRP,1,neosex
2620,ABUS,GRP,1,neosex
2642,ABUS,GRP,1,neosex
2671,ABUS,GRP,1,neosex
2698,ABUS,GRP,1,neosex
2732,ABUS,GRP,1,neosex
2741,ABUS,GRP,1,neosex
2750,ABUS,GRP,1,discredit
2777,ABUS,GRP,1,neosex
2838,ABUS,GRP,1,neosex
3049,ABUS,GRP,1,neosex
3070,ABUS,GRP,1,neosex
3133,ABUS,GRP,1,discredit
3140,ABUS,GRP,1,discredit
3141,ABUS,GRP,1,sexual_harassment
3153,ABUS,GRP,1,sexual_harassment
3283,ABUS,GRP,1,neosex
3284,ABUS,GRP,1,discredit
3538,ABUS,GRP,1,neosex
3549,ABUS,GRP,1,neosex
3559,ABUS,GRP,1,benevolent
3809,ABUS,GRP,1,neosex
3879,ABUS,GRP,1,benevolent
3881,ABUS,GRP,1,neosex
3887,ABUS,GRP,1,benevolent
3895,ABUS,GRP,1,benevolent
3898,ABUS,GRP,1,benevolent
3909,ABUS,GRP,1,neosex
3912,ABUS,GRP,1,dominance
3915,ABUS,GRP,1,benevolent
3916,ABUS,GRP,1,benevolent
3919,ABUS,GRP,1,stereotype
3921,ABUS,GRP,1,neosex
3939,ABUS,GRP,1,neosex
3940,ABUS,GRP,1,neosex
3951,ABUS,GRP,1,neosex
3956,ABUS,GRP,1,stereotype
3972,ABUS,GRP,1,neosex
3974,ABUS,GRP,1,stereotype
3982,ABUS,GRP,1,neosex
3986,ABUS,GRP,1,neosex
3988,ABUS,GRP,1,discredit
3994,ABUS,GRP,1,discredit
4010,ABUS,GRP,1,neosex
4016,ABUS,GRP,1,discredit
4022,ABUS,GRP,1,discredit
4023,ABUS,GRP,1,neosex
4024,ABUS,GRP,1,discredit
4034,ABUS,GRP,1,neosex
4036,ABUS,GRP,1,neosex
4040,ABUS,GRP,1,dominance
4041,ABUS,GRP,1,neosex
4049,ABUS,GRP,1,stereotype
4052,ABUS,GRP,1,neosex
4057,ABUS,GRP,1,neosex
4061,ABUS,GRP,1,benevolent
4071,ABUS,GRP,1,discredit
4082,ABUS,GRP,1,neosex
4085,ABUS,GRP,1,discredit
4099,ABUS,GRP,1,discredit
4100,ABUS,GRP,1,neosex
4103,ABUS,GRP,1,neosex
4105,ABUS,GRP,1,neosex
4122,ABUS,GRP,1,discredit
4138,ABUS,GRP,1,stereotype
4140,ABUS,GRP,1,neosex
4141,ABUS,GRP,1,dominance
4142,ABUS,GRP,1,stereotype
4150,ABUS,GRP,1,stereotype
4151,ABUS,GRP,1,stereotype
4171,ABUS,GRP,1,neosex
4172,ABUS,GRP,1,neosex
4175,ABUS,GRP,1,neosex
4177,ABUS,GRP,1,discredit
4194,ABUS,GRP,1,stereotype
4196,ABUS,GRP,1,neosex
4197,ABUS,GRP,1,benevolent
4203,ABUS,GRP,1,stereotype
4206,ABUS,GRP,1,neosex
4207,ABUS,GRP,1,neosex
4208,ABUS,GRP,1,neosex
4216,ABUS,GRP,1,stereotype
4223,ABUS,GRP,1,neosex
4236,ABUS,GRP,1,neosex
4238,ABUS,GRP,1,neosex
4248,ABUS,GRP,1,stereotype
4265,ABUS,GRP,1,dominance
4271,ABUS,GRP,1,neosex
4279,ABUS,GRP,1,neosex
4281,ABUS,GRP,1,neosex
4282,ABUS,GRP,1,discredit
4297,ABUS,GRP,1,neosex
4299,ABUS,GRP,1,neosex
4309,ABUS,GRP,1,discredit
4310,ABUS,GRP,1,neosex
4312,ABUS,GRP,1,neosex
4313,ABUS,GRP,1,neosex
4314,ABUS,GRP,1,neosex
4315,ABUS,GRP,1,neosex
4317,ABUS,GRP,1,neosex
4320,ABUS,GRP,1,discredit
4325,ABUS,GRP,1,neosex
4333,ABUS,GRP,1,neosex
4334,ABUS,GRP,1,benevolent
4375,ABUS,GRP,1,discredit
4377,ABUS,GRP,1,discredit
4378,ABUS,GRP,1,neosex
4390,ABUS,GRP,1,neosex
4398,ABUS,GRP,1,sexual_harassment
4414,ABUS,GRP,1,stereotype
4417,ABUS,GRP,1,discredit
4425,ABUS,GRP,1,stereotype
4426,ABUS,GRP,1,neosex
4428,ABUS,GRP,1,stereotype
4432,ABUS,GRP,1,discredit
4439,ABUS,GRP,1,discredit
4442,ABUS,GRP,1,neosex
4479,ABUS,GRP,1,discredit
4496,ABUS,GRP,1,neosex
4497,ABUS,GRP,1,stereotype
4527,ABUS,GRP,1,stereotype
4530,ABUS,GRP,1,discredit
4546,ABUS,GRP,1,neosex
4553,ABUS,GRP,1,neosex
4571,ABUS,GRP,1,dominance
4577,ABUS,GRP,1,neosex
4585,ABUS,GRP,1,neosex
4586,ABUS,GRP,1,neosex
4698,ABUS,GRP,1,neosex
4704,ABUS,GRP,1,neosex
4707,ABUS,GRP,1,stereotype
4708,ABUS,GRP,1,benevolent
4715,ABUS,GRP,1,neosex
4730,ABUS,GRP,1,discredit
4738,ABUS,GRP,1,neosex
4810,ABUS,GRP,1,neosex
4812,ABUS,GRP,1,neosex
4813,ABUS,GRP,1,neosex
4815,ABUS,GRP,1,neosex
4817,ABUS,GRP,1,neosex
4820,ABUS,GRP,1,neosex
4821,ABUS,GRP,1,neosex
4824,ABUS,GRP,1,neosex
4825,ABUS,GRP,1,neosex
4830,ABUS,GRP,1,neosex
4831,ABUS,GRP,1,neosex
4846,ABUS,GRP,1,neosex
4848,ABUS,GRP,1,neosex
4849,ABUS,GRP,1,neosex
4874,ABUS,GRP,1,neosex
4877,ABUS,GRP,1,neosex
4947,ABUS,GRP,1,neosex
5029,ABUS,GRP,1,neosex
5030,ABUS,GRP,1,neosex
5033,ABUS,GRP,1,neosex
5038,ABUS,GRP,1,neosex
5044,ABUS,GRP,1,neosex
5047,ABUS,GRP,1,neosex
5049,ABUS,GRP,1,neosex
5050,ABUS,GRP,1,neosex
5087,ABUS,GRP,1,neosex
5113,ABUS,GRP,1,neosex
5125,ABUS,GRP,1,neosex
5149,ABUS,GRP,1,neosex
5162,ABUS,GRP,1,discredit
5166,ABUS,GRP,1,neosex
5175,ABUS,GRP,1,neosex
5198,ABUS,GRP,1,neosex
5204,ABUS,GRP,1,neosex
5205,ABUS,GRP,1,neosex
5208,ABUS,GRP,1,discredit
5210,ABUS,GRP,1,neosex
5225,ABUS,GRP,1,neosex
5236,ABUS,GRP,1,neosex
5240,ABUS,GRP,1,neosex
5258,ABUS,GRP,1,neosex
5269,ABUS,GRP,1,neosex
5270,ABUS,GRP,1,neosex
5276,ABUS,GRP,1,stereotype
5277,ABUS,GRP,1,neosex
5289,ABUS,GRP,1,neosex
5295,ABUS,GRP,1,neosex
5312,ABUS,GRP,1,neosex
5321,ABUS,GRP,1,neosex
5331,ABUS,GRP,1,neosex
5360,ABUS,GRP,1,neosex
5366,ABUS,GRP,1,neosex
5375,ABUS,GRP,1,neosex
5386,ABUS,GRP,1,neosex
5388,ABUS,GRP,1,neosex
5391,ABUS,GRP,1,neosex
5395,ABUS,GRP,1,neosex
5415,ABUS,GRP,1,neosex
5421,ABUS,GRP,1,neosex
5422,ABUS,GRP,1,neosex
5445,ABUS,GRP,1,neosex
5448,ABUS,GRP,1,neosex
5463,ABUS,GRP,1,discredit
5464,ABUS,GRP,1,neosex
5465,ABUS,GRP,1,stereotype
5466,ABUS,GRP,1,neosex
5472,ABUS,GRP,1,neosex
5498,ABUS,GRP,1,neosex
5500,ABUS,GRP,1,neosex
5510,ABUS,GRP,1,neosex
5525,ABUS,GRP,1,neosex
5540,ABUS,GRP,1,benevolent
5541,ABUS,GRP,1,neosex
5542,ABUS,GRP,1,neosex
5544,ABUS,GRP,1,neosex
5548,ABUS,GRP,1,benevolent
5549,ABUS,GRP,1,neosex
5558,ABUS,GRP,1,stereotype
5559,ABUS,GRP,1,neosex
5578,ABUS,GRP,1,neosex
5643,ABUS,GRP,1,neosex
5706,ABUS,GRP,1,neosex
5737,ABUS,GRP,1,neosex
5740,ABUS,GRP,1,neosex
5756,ABUS,GRP,1,neosex
5814,ABUS,GRP,1,discredit
5876,ABUS,GRP,1,neosex
5915,ABUS,GRP,1,neosex
5917,ABUS,GRP,1,neosex
5941,ABUS,GRP,1,benevolent
6021,ABUS,GRP,1,neosex
6081,ABUS,GRP,1,neosex
6142,ABUS,GRP,1,discredit
6143,ABUS,GRP,1,neosex
6144,ABUS,GRP,1,neosex
6164,ABUS,GRP,1,neosex
6168,ABUS,GRP,1,neosex
6169,ABUS,GRP,1,neosex
6171,ABUS,GRP,1,neosex
6172,ABUS,GRP,1,neosex
6179,ABUS,GRP,1,neosex
6199,ABUS,GRP,1,neosex
6200,ABUS,GRP,1,neosex
6209,ABUS,GRP,1,neosex
6211,ABUS,GRP,1,neosex
6221,ABUS,GRP,1,neosex
6240,ABUS,GRP,1,stereotype
6254,ABUS,GRP,1,discredit
6259,ABUS,GRP,1,neosex
6263,ABUS,GRP,1,stereotype
6264,ABUS,GRP,1,neosex
6266,ABUS,GRP,1,neosex
6273,ABUS,GRP,1,neosex
6275,ABUS,GRP,1,neosex
6364,ABUS,GRP,1,discredit
6367,ABUS,GRP,1,neosex
6475,ABUS,GRP,1,neosex
6476,ABUS,GRP,1,neosex
6477,ABUS,GRP,1,stereotype
6478,ABUS,GRP,1,neosex
6481,ABUS,GRP,1,neosex
6485,ABUS,GRP,1,stereotype
6486,ABUS,GRP,1,neosex
6489,ABUS,GRP,1,neosex
6496,ABUS,GRP,1,neosex
6500,ABUS,GRP,1,neosex
6502,ABUS,GRP,1,neosex
6507,ABUS,GRP,1,neosex
6509,ABUS,GRP,1,neosex
6513,ABUS,GRP,1,neosex
6514,ABUS,GRP,1,stereotype
6515,ABUS,GRP,1,neosex
6522,ABUS,GRP,1,neosex
6525,ABUS,GRP,1,neosex
6526,ABUS,GRP,1,neosex
6527,ABUS,GRP,1,discredit
6529,ABUS,GRP,1,neosex
6530,ABUS,GRP,1,stereotype
6531,ABUS,GRP,1,dominance
6534,ABUS,GRP,1,sexual_harassment
6539,ABUS,GRP,1,sexual_harassment
6543,ABUS,GRP,1,neosex
6546,ABUS,GRP,1,neosex
6547,ABUS,GRP,1,neosex
6548,ABUS,GRP,1,neosex
6550,ABUS,GRP,1,neosex
6554,ABUS,GRP,1,neosex
6555,ABUS,GRP,1,stereotype
6560,ABUS,GRP,1,discredit
6570,ABUS,GRP,1,neosex
6571,ABUS,GRP,1,discredit
6574,ABUS,GRP,1,stereotype
6599,ABUS,GRP,1,neosex
6615,ABUS,GRP,1,neosex
6617,ABUS,GRP,1,discredit
6618,ABUS,GRP,1,stereotype
6624,ABUS,GRP,1,stereotype
6626,ABUS,GRP,1,sexual_harassment
6627,ABUS,GRP,1,neosex
6628,ABUS,GRP,1,stereotype
6631,ABUS,GRP,1,benevolent
6632,ABUS,GRP,1,stereotype
6635,ABUS,GRP,1,neosex
6637,ABUS,GRP,1,neosex
6640,ABUS,GRP,1,neosex
6646,ABUS,GRP,1,neosex
6647,ABUS,GRP,1,stereotype
6648,ABUS,GRP,1,benevolent
6650,ABUS,GRP,1,stereotype
6652,ABUS,GRP,1,discredit
6654,ABUS,GRP,1,neosex
6661,ABUS,GRP,1,discredit
6664,ABUS,GRP,1,discredit
6734,ABUS,GRP,1,neosex
6735,ABUS,GRP,1,neosex
6736,ABUS,GRP,1,neosex
6738,ABUS,GRP,1,neosex
6740,ABUS,GRP,1,neosex
6745,ABUS,GRP,1,neosex
6748,ABUS,GRP,1,benevolent
6769,ABUS,GRP,1,stereotype
6771,ABUS,GRP,1,neosex
6778,ABUS,GRP,1,neosex
6845,ABUS,GRP,1,neosex
6862,ABUS,GRP,1,neosex
6865,ABUS,GRP,1,discredit
6884,ABUS,GRP,1,neosex
6885,ABUS,GRP,1,neosex
6892,ABUS,GRP,1,stereotype
6895,ABUS,GRP,1,neosex
6901,ABUS,GRP,1,neosex
6903,ABUS,GRP,1,neosex
6904,ABUS,GRP,1,stereotype
6909,ABUS,GRP,1,discredit
6915,ABUS,GRP,1,discredit
6927,ABUS,GRP,1,neosex
6930,ABUS,GRP,1,discredit
6931,ABUS,GRP,1,discredit
6939,ABUS,GRP,1,neosex
6949,ABUS,GRP,1,dominance
6950,ABUS,GRP,1,neosex
6951,ABUS,GRP,1,stereotype
6967,ABUS,GRP,1,stereotype
6971,ABUS,GRP,1,neosex
6972,ABUS,GRP,1,discredit
6977,ABUS,GRP,1,neosex
6978,ABUS,GRP,1,stereotype
6983,ABUS,GRP,1,neosex
6984,ABUS,GRP,1,discredit
6989,ABUS,GRP,1,stereotype
6992,ABUS,GRP,1,neosex
6993,ABUS,GRP,1,discredit
7005,ABUS,GRP,1,neosex
7006,ABUS,GRP,1,neosex
7049,ABUS,GRP,1,neosex
7056,ABUS,GRP,1,benevolent
7059,ABUS,GRP,1,neosex
7083,ABUS,GRP,1,neosex
7086,ABUS,GRP,1,neosex
7087,ABUS,GRP,1,stereotype
7102,ABUS,GRP,1,neosex
7109,ABUS,GRP,1,neosex
7118,ABUS,GRP,1,neosex
7120,ABUS,GRP,1,neosex
7123,ABUS,GRP,1,neosex
7127,ABUS,GRP,1,neosex
7142,ABUS,GRP,1,benevolent
7144,ABUS,GRP,1,neosex
7154,ABUS,GRP,1,stereotype
7178,ABUS,GRP,1,neosex
7179,ABUS,GRP,1,neosex
7192,ABUS,GRP,1,stereotype
7210,ABUS,GRP,1,neosex
7218,ABUS,GRP,1,neosex
7227,ABUS,GRP,1,neosex
7232,ABUS,GRP,1,neosex
7233,ABUS,GRP,1,benevolent
7234,ABUS,GRP,1,stereotype
7240,ABUS,GRP,1,neosex
7242,ABUS,GRP,1,discredit
7246,ABUS,GRP,1,neosex
7248,ABUS,GRP,1,neosex
7250,ABUS,GRP,1,neosex
7251,ABUS,GRP,1,neosex
7278,ABUS,GRP,1,neosex
7316,ABUS,GRP,1,neosex
7326,ABUS,GRP,1,neosex
7328,ABUS,GRP,1,neosex
7334,ABUS,GRP,1,neosex
7335,ABUS,GRP,1,neosex
7458,ABUS,GRP,1,neosex
7461,ABUS,GRP,1,neosex
7462,ABUS,GRP,1,neosex
7466,ABUS,GRP,1,neosex
7467,ABUS,GRP,1,dominance
7468,ABUS,GRP,1,neosex
7470,ABUS,GRP,1,neosex
7474,ABUS,GRP,1,discredit
7477,ABUS,GRP,1,neosex
7479,ABUS,GRP,1,neosex
7480,ABUS,GRP,1,stereotype
7487,ABUS,GRP,1,discredit
7491,ABUS,GRP,1,neosex
7494,ABUS,GRP,1,neosex
7496,ABUS,GRP,1,neosex
7500,ABUS,GRP,1,neosex
7504,ABUS,GRP,1,discredit
7629,ABUS,GRP,1,neosex
7645,ABUS,GRP,1,neosex
7669,ABUS,GRP,1,benevolent
7702,ABUS,GRP,1,neosex
7723,ABUS,GRP,1,neosex
7724,ABUS,GRP,1,neosex
7754,ABUS,GRP,1,benevolent
7765,ABUS,GRP,1,neosex
7803,ABUS,GRP,1,discredit
7804,ABUS,GRP,1,neosex
7842,ABUS,GRP,1,benevolent
7904,ABUS,GRP,1,neosex
7908,ABUS,GRP,1,neosex
7909,ABUS,GRP,1,stereotype
7937,ABUS,GRP,1,dominance
7999,ABUS,GRP,1,neosex
8000,ABUS,GRP,1,neosex
8001,ABUS,GRP,1,stereotype
8009,ABUS,GRP,1,discredit
8062,ABUS,GRP,1,neosex
8063,ABUS,GRP,1,stereotype
8064,ABUS,GRP,1,neosex
8067,ABUS,GRP,1,neosex
8072,ABUS,GRP,1,neosex
8075,ABUS,GRP,1,neosex
8079,ABUS,GRP,1,stereotype
8087,ABUS,GRP,1,benevolent
8090,ABUS,GRP,1,neosex
8104,ABUS,GRP,1,stereotype
8114,ABUS,GRP,1,neosex
8115,ABUS,GRP,1,discredit
8116,ABUS,GRP,1,discredit
8165,ABUS,GRP,1,discredit
8174,ABUS,GRP,1,neosex
8176,ABUS,GRP,1,discredit
8186,ABUS,GRP,1,neosex
8211,ABUS,GRP,1,neosex
8247,ABUS,GRP,1,discredit
8279,ABUS,GRP,1,neosex
8321,ABUS,GRP,1,discredit
8322,ABUS,GRP,1,stereotype
8353,ABUS,GRP,1,discredit
8354,ABUS,GRP,1,neosex
8356,ABUS,GRP,1,neosex
8357,ABUS,GRP,1,neosex
8365,ABUS,GRP,1,neosex
8373,ABUS,GRP,1,neosex
8374,ABUS,GRP,1,discredit
8384,ABUS,GRP,1,neosex
8401,ABUS,GRP,1,neosex
8413,ABUS,GRP,1,stereotype
8414,ABUS,GRP,1,benevolent
8421,ABUS,GRP,1,neosex
8425,ABUS,GRP,1,benevolent
8427,ABUS,GRP,1,neosex
8443,ABUS,GRP,1,neosex
8452,ABUS,GRP,1,neosex
8453,ABUS,GRP,1,neosex
8454,ABUS,GRP,1,stereotype
8457,ABUS,GRP,1,neosex
8465,ABUS,GRP,1,neosex
8467,ABUS,GRP,1,neosex
8469,ABUS,GRP,1,neosex
8475,ABUS,GRP,1,discredit
8476,ABUS,GRP,1,neosex
8478,ABUS,GRP,1,neosex
8498,ABUS,GRP,1,discredit
8501,ABUS,GRP,1,neosex
8502,ABUS,GRP,1,stereotype
8503,ABUS,GRP,1,neosex
8511,ABUS,GRP,1,neosex
8575,ABUS,GRP,1,neosex
8584,ABUS,GRP,1,neosex
8597,ABUS,GRP,1,neosex
8603,ABUS,GRP,1,neosex
8628,ABUS,GRP,1,neosex
8631,ABUS,GRP,1,neosex
8634,ABUS,GRP,1,neosex
8668,ABUS,GRP,1,neosex
8676,ABUS,GRP,1,neosex
8695,ABUS,GRP,1,neosex
8724,ABUS,GRP,1,neosex
8736,ABUS,GRP,1,neosex
8771,ABUS,GRP,1,stereotype
8772,ABUS,GRP,1,neosex
8788,ABUS,GRP,1,neosex
8871,ABUS,GRP,1,discredit
8909,ABUS,GRP,1,discredit
8923,ABUS,GRP,1,discredit
8925,ABUS,GRP,1,neosex
8970,ABUS,GRP,1,discredit
9094,ABUS,GRP,1,discredit
9096,ABUS,GRP,1,stereotype
9097,ABUS,GRP,1,neosex
9145,ABUS,GRP,1,neosex
9156,ABUS,GRP,1,neosex
9157,ABUS,GRP,1,neosex
9162,ABUS,GRP,1,neosex
9179,ABUS,GRP,1,benevolent
9186,ABUS,GRP,1,neosex
9194,ABUS,GRP,1,neosex
9199,ABUS,GRP,1,neosex
9200,ABUS,GRP,1,discredit
9266,ABUS,GRP,1,neosex
9277,ABUS,GRP,1,neosex
9278,ABUS,GRP,1,discredit
9280,ABUS,GRP,1,neosex
9283,ABUS,GRP,1,neosex
9286,ABUS,GRP,1,neosex
9289,ABUS,GRP,1,neosex
9291,ABUS,GRP,1,neosex
9307,ABUS,GRP,1,neosex
9308,ABUS,GRP,1,neosex
9309,ABUS,GRP,1,neosex
9315,ABUS,GRP,1,neosex
9317,ABUS,GRP,1,neosex
9319,ABUS,GRP,1,neosex
9320,ABUS,GRP,1,neosex
9328,ABUS,GRP,1,neosex
9333,ABUS,GRP,1,neosex
9336,ABUS,GRP,1,neosex
9337,ABUS,GRP,1,neosex
9338,ABUS,GRP,1,discredit
9339,ABUS,GRP,1,discredit
9340,ABUS,GRP,1,neosex
9343,ABUS,GRP,1,neosex
9349,ABUS,GRP,1,discredit
9350,ABUS,GRP,1,discredit
9358,ABUS,GRP,1,neosex
9361,ABUS,GRP,1,neosex
9365,ABUS,GRP,1,neosex
9367,ABUS,GRP,1,neosex
9371,ABUS,GRP,1,neosex
9374,ABUS,GRP,1,neosex
9378,ABUS,GRP,1,neosex
9379,ABUS,GRP,1,neosex
9385,ABUS,GRP,1,stereotype
9387,ABUS,GRP,1,discredit
9391,ABUS,GRP,1,neosex
9392,ABUS,GRP,1,neosex
9394,ABUS,GRP,1,neosex
9396,ABUS,GRP,1,neosex
9398,ABUS,GRP,1,neosex
9399,ABUS,GRP,1,neosex
9401,ABUS,GRP,1,neosex
9405,ABUS,GRP,1,discredit
9406,ABUS,GRP,1,discredit
9409,ABUS,GRP,1,neosex
9413,ABUS,GRP,1,neosex
9423,ABUS,GRP,1,discredit
9424,ABUS,GRP,1,neosex
9428,ABUS,GRP,1,neosex
9430,ABUS,GRP,1,neosex
9433,ABUS,GRP,1,neosex
9435,ABUS,GRP,1,discredit
9442,ABUS,GRP,1,neosex
9444,ABUS,GRP,1,discredit
9453,ABUS,GRP,1,neosex
9455,ABUS,GRP,1,neosex
9468,ABUS,GRP,1,neosex
9485,ABUS,GRP,1,neosex
9486,ABUS,GRP,1,neosex
9487,ABUS,GRP,1,neosex
9488,ABUS,GRP,1,discredit
9490,ABUS,GRP,1,neosex
9493,ABUS,GRP,1,neosex
9495,ABUS,GRP,1,discredit
9496,ABUS,GRP,1,neosex
9499,ABUS,GRP,1,neosex
9500,ABUS,GRP,1,neosex
9502,ABUS,GRP,1,discredit
9503,ABUS,GRP,1,neosex
9506,ABUS,GRP,1,stereotype
9509,ABUS,GRP,1,neosex
9518,ABUS,GRP,1,benevolent
9521,ABUS,GRP,1,neosex
9524,ABUS,GRP,1,neosex
9531,ABUS,GRP,1,neosex
9533,ABUS,GRP,1,stereotype
9541,ABUS,GRP,1,neosex
9549,ABUS,GRP,1,discredit
9566,ABUS,GRP,1,discredit
9567,ABUS,GRP,1,discredit
9570,ABUS,GRP,1,neosex
9572,ABUS,GRP,1,discredit
9573,ABUS,GRP,1,neosex
9578,ABUS,GRP,1,neosex
9582,ABUS,GRP,1,neosex
9583,ABUS,GRP,1,stereotype
9586,ABUS,GRP,1,neosex
9591,ABUS,GRP,1,neosex
9606,ABUS,GRP,1,neosex
9611,ABUS,GRP,1,neosex
9614,ABUS,GRP,1,neosex
9617,ABUS,GRP,1,stereotype
9618,ABUS,GRP,1,sexual_harassment
9635,ABUS,GRP,1,discredit
9645,ABUS,GRP,1,discredit
9646,ABUS,GRP,1,neosex
9655,ABUS,GRP,1,discredit
9664,ABUS,GRP,1,neosex
9674,ABUS,GRP,1,neosex
9723,ABUS,GRP,1,discredit
9726,ABUS,GRP,1,neosex
9729,ABUS,GRP,1,discredit
9737,ABUS,GRP,1,stereotype
9738,ABUS,GRP,1,neosex
9741,ABUS,GRP,1,neosex
9744,ABUS,GRP,1,neosex
9753,ABUS,GRP,1,discredit
9761,ABUS,GRP,1,stereotype
9762,ABUS,GRP,1,neosex
9766,ABUS,GRP,1,neosex
9769,ABUS,GRP,1,neosex
9774,ABUS,GRP,1,neosex
9778,ABUS,GRP,1,neosex
9784,ABUS,GRP,1,neosex
9785,ABUS,GRP,1,neosex
9787,ABUS,GRP,1,neosex
9788,ABUS,GRP,1,neosex
9792,ABUS,GRP,1,neosex
9805,ABUS,GRP,1,benevolent
9807,ABUS,GRP,1,benevolent
9816,ABUS,GRP,1,neosex
9817,ABUS,GRP,1,neosex
9819,ABUS,GRP,1,neosex
9859,ABUS,GRP,1,discredit
9868,ABUS,GRP,1,neosex
9886,ABUS,GRP,1,neosex
9905,ABUS,GRP,1,stereotype
9911,ABUS,GRP,1,neosex
9923,ABUS,GRP,1,neosex
9929,ABUS,GRP,1,neosex
10031,ABUS,GRP,1,neosex
10033,ABUS,GRP,1,neosex
10069,ABUS,GRP,1,neosex
10076,ABUS,GRP,1,neosex
10091,ABUS,GRP,1,neosex
10112,ABUS,GRP,1,neosex
10120,ABUS,GRP,1,neosex
10125,ABUS,GRP,1,neosex
10221,ABUS,GRP,1,neosex
10332,ABUS,GRP,1,neosex
10431,ABUS,GRP,1,neosex
10462,ABUS,GRP,1,neosex
10492,ABUS,GRP,1,neosex
10494,ABUS,GRP,1,neosex
10495,ABUS,GRP,1,neosex
10496,ABUS,GRP,1,neosex
10502,ABUS,GRP,1,neosex
10524,ABUS,GRP,1,neosex
10527,ABUS,GRP,1,neosex
10537,ABUS,GRP,1,neosex
10549,ABUS,GRP,1,discredit
10552,ABUS,GRP,1,neosex
10557,ABUS,GRP,1,neosex
